"filename","obs_datetime","species_auto","conf_intvl","sucess","species_man","validator","validator_comments"
"SR2_20180723_211420_000.wav",2018-07-23 21:14:20,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20180723_211318_000.wav",2018-07-23 21:13:18,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20180722_211622_000.wav",2018-07-22 21:16:22,"Nycnoc",10,FALSE,"-","-","-"
"SR2_20171024_195003_000.wav",2017-10-24 19:50:03,"Pipnat",5,FALSE,"-","-","-"
"SR2_20180712_232911_000.wav",2018-07-12 23:29:11,"Pipnat",6,FALSE,"-","-","-"
"SR2_20171008_183607_000.wav",2017-10-08 18:36:07,"Pipnat",6,FALSE,"-","-","-"
"SR2_20180720_222656_000.wav",2018-07-20 22:26:56,"Pipnat",6,FALSE,"-","-","-"
"SR2_20180727_204626_000.wav",2018-07-27 20:46:26,"Pipnat",6,FALSE,"-","-","-"
"SR2_20180419_215054_000.wav",2018-04-19 21:50:54,"Pipnat",6,FALSE,"-","-","-"
"SR2_20151018_215519_929.wav",2015-10-18 21:55:19,"Pipnat",6,FALSE,"-","-","-"
"SR2_20160921_224312_000.wav",2016-09-21 22:43:12,"Pipnat",7,FALSE,"-","-","-"
"SR2_20160910_213730_000.wav",2016-09-10 21:37:30,"Pipnat",7,FALSE,"-","-","-"
"SR2_20170920_230439_000.wav",2017-09-20 23:04:39,"Pipnat",7,FALSE,"-","-","-"
"SR2_20180504_234958_000.wav",2018-05-04 23:49:58,"Pipnat",7,FALSE,"-","-","-"
"SR2_20160908_203952_000.wav",2016-09-08 20:39:52,"Pipnat",7,FALSE,"-","-","-"
"SR2_20171002_234025_000.wav",2017-10-02 23:40:25,"Pipnat",8,FALSE,"-","-","-"
"SR2_20170928_205420_000.wav",2017-09-28 20:54:20,"Pipnat",8,FALSE,"-","-","-"
"SR2_20160609_205024_077.wav",2016-06-09 20:50:24,"Pipnat",8,FALSE,"-","-","-"
"SR2_20180711_220848_000.wav",2018-07-11 22:08:48,"Pipnat",8,FALSE,"-","-","-"
"SR2_20151019_231405_596.wav",2015-10-19 23:14:05,"Pipnat",8,FALSE,"-","-","-"
"SR2_20180417_200831_000.wav",2018-04-17 20:08:31,"Pipnat",8,FALSE,"-","-","-"
"SR2_20160609_225039_580.wav",2016-06-09 22:50:39,"Pipnat",8,FALSE,"-","-","-"
"SR2_20160916_041349_000.wav",2016-09-16 04:13:49,"Pipnat",8,FALSE,"-","-","-"
"SR2_20160922_050356_000.wav",2016-09-22 05:03:56,"Pipnat",8,FALSE,"-","-","-"
"SR2_20160607_220456_368.wav",2016-06-07 22:04:56,"Pipnat",8,FALSE,"-","-","-"
"SR2_20180705_214314_000.wav",2018-07-05 21:43:14,"Pipnat",9,FALSE,"-","-","-"
"SR2_20180714_002138_000.wav",2018-07-14 00:21:38,"Pipnat",9,FALSE,"-","-","-"
